Player,Team,#,Nation,Position,Age,Minutes,Goals,Assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,Yellow Cards,Red Cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Jan Oblak,Atlético Madrid,13,SVN,GK,31,90,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,15,18,"83,3",0,12,0,0,0,03/11/2024
Robert Lewandowski,Barcelona,9,POL,FW,36,90,0,0,0,0,2,2,0,0,37,1,0,1,0.1,0.1,0.1,2,0,22,26,"84,6",4,24,1,0,0,03/11/2024
Raphinha,Barcelona,11,BRA,LW,27,84,1,0,0,0,1,1,0,0,62,1,1,0,0.5,0.5,0.1,6,1,34,48,"70,8",4,36,3,4,1,03/11/2024
Ansu Fati,Barcelona,10,ESP,LW,22,6,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,6,8,"75,0",1,8,1,0,0,03/11/2024
Lamine Yamal,Barcelona,19,ESP,RW,17,90,0,1,0,0,4,2,0,0,63,0,1,0,0.1,0.1,0.5,5,1,35,46,"76,1",8,47,7,10,3,03/11/2024
Dani Olmo,Barcelona,20,ESP,AM,26,55,2,0,0,0,4,3,0,0,29,0,0,1,0.9,0.9,0,0,0,15,21,"71,4",0,21,1,2,1,03/11/2024
Fermin López,Barcelona,16,ESP,AM,21,35,0,0,0,0,1,1,0,0,30,0,0,0,0,0,0.1,1,0,24,28,"85,7",3,21,0,1,0,03/11/2024
Pedri,Barcelona,8,ESP,DM,21,84,0,0,0,0,0,0,0,0,107,1,1,2,0,0,0,0,0,90,101,"89,1",6,76,1,0,0,03/11/2024
Gavi,Barcelona,6,ESP,DM,20,6,0,0,0,0,0,0,0,0,14,1,0,2,0,0,0,0,0,7,9,"77,8",1,8,0,0,0,03/11/2024
Marc Casado,Barcelona,17,ESP,DM,21,55,0,1,0,0,0,0,0,0,66,3,0,2,0,0,0.5,3,2,56,58,"96,6",1,43,0,0,0,03/11/2024
Frenkie de Jong,Barcelona,21,NED,DM,27,35,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0.1,1,0,48,51,"94,1",9,38,0,0,0,03/11/2024
Alejandro Balde,Barcelona,3,ESP,LB,21,90,0,1,0,0,0,0,0,0,58,0,0,1,0,0,0.1,1,1,49,56,"87,5",3,39,2,1,0,03/11/2024
Iñigo Martínez,Barcelona,5,ESP,CB,33,90,0,0,0,0,0,0,0,0,140,1,2,0,0,0,0,2,1,123,130,"94,6",12,110,8,0,0,03/11/2024
Pau Cubarsí,Barcelona,2,ESP,CB,17,90,0,0,0,0,0,0,0,0,122,0,0,1,0,0,0,2,0,115,117,"98,3",8,94,0,0,0,03/11/2024
Héctor Fort,Barcelona,32,ESP,RB,18,77,0,0,0,0,1,0,0,0,67,0,1,0,0.1,0.1,0.3,2,0,53,59,"89,8",2,46,2,0,0,03/11/2024
Jules Koundé,Barcelona,23,FRA,RB,25,13,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,1,0,11,11,"100,0",1,10,1,2,1,03/11/2024
Iñaki Peña,Barcelona,13,ESP,GK,25,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,29,30,"96,7",0,16,0,0,0,03/11/2024
Isaac Romero,Sevilla,7,ESP,FW,24,79,0,0,0,0,3,0,1,0,27,0,0,0,0.1,0.1,0,1,0,11,16,"68,8",0,14,0,2,0,03/11/2024
Kelechi Iheanacho,Sevilla,9,NGA,FW,28,11,0,0,0,0,1,0,0,0,6,0,0,0,0.8,0.8,0,1,0,3,4,"75,0",0,1,0,1,1,03/11/2024
Stanis Idumbo,Sevilla,27,BEL,LW,19,24,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,2,2,"100,0",0,4,0,1,0,03/11/2024
Jesús Navas,Sevilla,16,ESP,"RW,RB",38,66,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0.1,3,0,39,54,"72,2",4,27,1,0,0,03/11/2024
Dodi Lukebakio,Sevilla,11,BEL,"RW,LW",27,90,0,0,0,0,2,0,0,0,47,1,0,1,0.2,0.2,0,0,0,23,32,"71,9",3,27,0,7,2,03/11/2024
Juanlu Sánchez,Sevilla,26,ESP,AM,21,72,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,15,18,"83,3",1,11,2,1,0,03/11/2024
Israel Domínguez,Sevilla,41,ESP,LW,21,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,"100,0",0,1,0,0,0,03/11/2024
Albert Sambi Lokonga,Sevilla,12,BEL,DM,25,79,0,0,0,0,0,0,0,0,64,1,0,0,0,0,0,1,0,57,62,"91,9",5,39,0,0,0,03/11/2024
Peque,Sevilla,14,ESP,AM,22,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,7,"42,9",1,6,0,1,1,03/11/2024
Nemanja Gudelj,Sevilla,6,SRB,DM,32,90,0,0,0,0,0,0,0,0,47,1,1,0,0,0,0,1,0,30,40,"75,0",3,15,0,1,0,03/11/2024
Adrià Pedrosa,Sevilla,3,ESP,LB,26,90,0,0,0,0,0,0,0,0,74,5,2,2,0,0,0,2,0,44,59,"74,6",1,21,1,1,0,03/11/2024
Kike Salas,Sevilla,4,ESP,CB,22,90,0,0,0,0,0,0,0,0,80,1,2,2,0,0,0,0,0,55,72,"76,4",3,33,0,0,0,03/11/2024
Marcão,Sevilla,23,BRA,CB,28,72,0,0,0,0,0,0,1,0,53,1,2,1,0,0,0,1,0,41,43,"95,3",5,22,0,0,0,03/11/2024
Djibril Sow,Sevilla,20,SUI,"DM,AM",27,18,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,9,12,"75,0",0,7,0,0,0,03/11/2024
Carmona,Sevilla,32,ESP,"RB,CB",22,90,0,0,0,0,1,0,0,0,71,1,4,0,0,0,0,2,0,53,66,"80,3",5,41,2,2,2,03/11/2024
Álvaro Fernández,Sevilla,1,ESP,GK,26,90,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0.1,1,0,30,50,"60,0",0,29,0,0,0,03/11/2024
Mikel Oyarzabal,Real Sociedad,10,ESP,FW,27,79,1,0,1,1,1,0,0,0,18,0,0,0,0.9,0.1,0,0,0,6,11,"54,5",0,7,1,0,0,03/11/2024
Orri Steinn Óskarsson,Real Sociedad,9,ISL,FW,20,11,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,2,"100,0",1,0,0,0,0,03/11/2024
Sergio Gómez,Real Sociedad,17,ESP,LM,24,89,0,0,0,0,1,1,1,0,51,3,1,6,0,0,0.2,5,0,31,41,"75,6",1,20,0,0,0,03/11/2024
Jon Magunacelaya,Real Sociedad,25,ESP,LM,24,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,"0,0",0,1,0,0,0,03/11/2024
Luka Sučić,Real Sociedad,24,CRO,CM,22,90,0,0,0,0,1,0,0,0,43,3,1,2,0,0,0,2,1,26,33,"78,8",2,22,1,0,0,03/11/2024
Brais Méndez,Real Sociedad,23,ESP,CM,27,79,0,0,0,0,1,0,0,0,38,0,0,2,0,0,0,2,0,24,29,"82,8",3,21,0,2,0,03/11/2024
Olasagasti,Real Sociedad,16,ESP,CM,24,11,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,5,6,"83,3",1,3,0,0,0,03/11/2024
Takefusa Kubo,Real Sociedad,14,JPN,RM,23,79,1,0,0,0,2,1,0,0,43,2,1,2,0.2,0.2,0.2,4,1,21,30,"70,0",5,27,8,4,1,03/11/2024
Sheraldo Becker,Real Sociedad,11,SUR,RM,29,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,"50,0",1,2,2,0,0,03/11/2024
Martín Zubimendi,Real Sociedad,4,ESP,DM,25,90,0,1,0,0,1,0,0,0,60,3,1,2,0.1,0.1,0.2,2,2,42,50,"84,0",8,27,2,1,1,03/11/2024
Javi López,Real Sociedad,12,ESP,LB,22,89,0,0,0,0,0,0,0,0,40,1,2,0,0,0,0,0,0,24,30,"80,0",1,15,0,1,1,03/11/2024
Aihen Muñoz,Real Sociedad,3,ESP,LB,27,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,03/11/2024
Nayef Aguerd,Real Sociedad,21,MAR,CB,28,90,0,0,0,0,1,0,0,0,76,2,0,0,0.1,0.1,0,1,0,53,62,"85,5",3,42,0,0,0,03/11/2024
Igor Zubeldia,Real Sociedad,5,ESP,CB,27,90,0,0,0,0,0,0,0,0,69,1,1,1,0,0,0,0,0,48,62,"77,4",3,41,0,0,0,03/11/2024
Jon Aramburu,Real Sociedad,27,VEN,RB,22,90,0,0,0,0,0,0,0,0,69,5,0,3,0,0,0,0,0,38,52,"73,1",2,21,0,3,2,03/11/2024
Álex Remiro,Real Sociedad,1,ESP,GK,29,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,22,34,"64,7",0,21,0,0,0,03/11/2024
Álvaro djaló,Athletic Club,11,ESP,FW,25,64,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0.5,2,0,8,12,"66,7",2,6,1,2,1,03/11/2024
Álex Berenguer,Athletic Club,7,ESP,"AM,FW",29,26,1,0,0,0,1,1,0,0,20,0,0,0,0.4,0.4,0.1,1,0,14,18,"77,8",3,13,0,0,0,03/11/2024
Nico Williams,Athletic Club,10,ESP,LW,22,90,0,0,0,0,1,0,0,0,44,5,0,3,0,0,0.4,5,0,18,27,"66,7",2,18,6,5,2,03/11/2024
Iñaki Williams,Athletic Club,9,GHA,RW,30,90,0,0,0,0,5,2,0,0,48,1,1,0,0.6,0.6,1.9,8,1,25,33,"75,8",6,29,5,5,3,03/11/2024
Oihan Sancet,Athletic Club,8,ESP,AM,24,68,0,0,0,0,3,0,0,0,29,0,0,0,1.5,1.5,0,4,0,18,22,"81,8",5,16,2,1,0,03/11/2024
Javi Martón,Athletic Club,19,ESP,FW,25,22,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,2,"100,0",0,1,0,0,0,03/11/2024
Beñat Prados,Athletic Club,24,ESP,DM,23,78,0,0,0,0,1,1,0,0,52,3,7,1,0.1,0.1,0.1,0,0,35,39,"89,7",3,19,2,0,0,03/11/2024
Unai Gómez,Athletic Club,20,ESP,DM,21,12,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,3,5,"60,0",0,2,0,0,0,03/11/2024
Iñigo Ruiz de Galarreta,Athletic Club,16,ESP,DM,31,68,0,0,0,0,0,0,0,0,51,4,0,1,0,0,0.1,3,0,34,45,"75,6",9,25,1,1,0,03/11/2024
Ander Herrera,Athletic Club,21,ESP,DM,35,22,0,0,0,0,2,2,0,0,27,0,0,0,0.8,0.8,0,1,0,21,24,"87,5",2,6,0,0,0,03/11/2024
Yuri Berchiche,Athletic Club,17,ESP,LB,34,90,0,0,0,0,0,0,0,0,80,3,1,1,0,0,0,2,0,55,68,"80,9",4,28,2,1,0,03/11/2024
Aitor Paredes,Athletic Club,4,ESP,CB,24,90,0,0,0,0,1,0,0,0,73,1,1,0,0.2,0.2,0,1,0,59,65,"90,8",1,40,0,0,0,03/11/2024
Daniel Vivian,Athletic Club,3,ESP,CB,25,90,0,0,0,0,1,1,0,0,87,0,1,3,0.1,0.1,0,2,0,67,74,"90,5",4,33,1,2,1,03/11/2024
Óscar de Marcos,Athletic Club,18,ESP,RB,35,78,0,1,0,0,0,0,0,0,63,4,0,1,0,0,0.4,2,1,48,58,"82,8",4,12,1,0,0,03/11/2024
Andoni Gorosabel,Athletic Club,2,ESP,RB,28,12,0,0,0,0,2,1,0,0,14,1,0,0,0.3,0.3,0,0,0,7,9,"77,8",0,7,1,0,0,03/11/2024
Julen Agirrezabala,Athletic Club,13,ESP,GK,23,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,28,"71,4",0,12,0,0,0,03/11/2024
Ezequiel Ávila,Real Betis,9,ARG,FW,30,45,0,0,0,0,1,0,0,0,21,0,0,1,0,0,0,1,0,13,17,"76,5",2,14,0,1,1,03/11/2024
Assane Diao,Real Betis,38,ESP,RW,19,45,0,1,0,0,1,0,0,0,20,0,0,0,0.1,0.1,0.4,2,1,6,10,"60,0",0,11,2,2,1,03/11/2024
Vitor Roque,Real Betis,8,BRA,FW,19,71,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,1,0,5,8,"62,5",1,10,1,1,0,03/11/2024
Cédric Bakambu,Real Betis,11,COD,FW,33,19,0,0,0,0,1,1,0,0,2,0,0,0,0.4,0.4,0,0,0,0,1,"0,0",0,0,0,0,0,03/11/2024
Abde Ezzalzouli,Real Betis,10,MAR,"LW,LM",22,90,0,0,0,0,1,1,0,0,54,2,0,3,0,0,0,1,0,25,38,"65,8",4,30,6,5,3,03/11/2024
Johnny Cardoso,Real Betis,4,USA,CM,23,90,0,0,0,0,0,0,0,0,52,1,2,0,0,0,0,0,0,36,40,"90,0",1,26,1,0,0,03/11/2024
Sergi Altimira,Real Betis,16,ESP,CM,23,45,0,0,0,0,0,0,0,0,43,4,0,2,0,0,0,0,0,30,36,"83,3",1,24,0,0,0,03/11/2024
Iker Losada,Real Betis,19,ESP,CM,23,45,0,0,0,0,1,1,0,0,25,3,0,0,0.2,0.2,0,0,0,14,18,"77,8",1,10,0,0,0,03/11/2024
Pablo Fornals,Real Betis,18,ESP,"CM,RM",28,90,1,0,0,0,2,1,0,0,55,0,2,1,0.1,0.1,0.1,2,0,38,45,"84,4",5,29,1,1,0,03/11/2024
Romain Perraud,Real Betis,15,FRA,LB,27,90,0,0,0,0,0,0,0,0,67,1,2,1,0,0,0,1,0,46,56,"82,1",2,40,1,3,0,03/11/2024
Diego Llorente,Real Betis,3,ESP,CB,31,90,0,0,0,0,0,0,0,0,98,1,2,2,0,0,0,0,0,78,84,"92,9",3,58,0,0,0,03/11/2024
Marc Bartra,Real Betis,5,ESP,CB,33,88,0,0,0,0,0,0,0,0,79,0,2,1,0,0,0,0,0,58,70,"82,9",4,51,0,1,0,03/11/2024
Natan,Real Betis,6,BRA,CB,23,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,"66,7",0,2,0,0,0,03/11/2024
Héctor Bellerín,Real Betis,2,ESP,RB,29,45,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,21,24,"87,5",1,13,0,1,1,03/11/2024
Youssouf Sabaly,Real Betis,23,SEN,RB,31,45,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,1,1,23,31,"74,2",2,17,1,2,1,03/11/2024
Rui Silva,Real Betis,1,POR,GK,30,90,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,44,55,"80,0",0,34,0,0,0,03/11/2024
Kylian Mbappé,Real Madrid,9,FRA,FW,25,90,0,0,0,0,5,1,0,0,51,0,0,0,0.3,0.3,0.4,7,0,36,39,"92,3",5,36,8,12,6,09/11/2024
Vinicius Júnior,Real Madrid,7,BRA,LW,24,74,3,0,0,0,6,4,0,0,61,1,0,2,2,2,0.1,7,1,29,40,"72,5",7,51,11,13,7,09/11/2024
Endrick,Real Madrid,16,BRA,FW,18,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,5,"80,0",1,7,1,4,1,09/11/2024
Rodrygo,Real Madrid,11,BRA,RW,23,19,0,0,0,0,1,1,0,0,20,0,0,1,0,0,0,2,0,14,17,"82,4",1,10,3,0,0,09/11/2024
Brahim Díaz,Real Madrid,21,MAR,"RW,LM",25,71,0,1,0,0,1,0,0,0,67,4,0,1,0,0,0.6,3,2,45,54,"83,3",1,40,0,6,2,09/11/2024
Jude Bellingham,Real Madrid,5,ENG,LM,21,74,1,1,0,0,2,1,0,0,58,1,0,2,0.5,0.5,0.1,2,1,45,50,"90,0",8,34,4,4,3,09/11/2024
Arda Güler,Real Madrid,15,TUR,RM,19,16,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,11,13,"84,6",0,9,1,0,0,09/11/2024
Eduardo Camavinga,Real Madrid,6,FRA,CM,21,90,0,0,0,0,1,0,0,0,67,1,2,3,0.1,0.1,0,3,0,46,53,"86,8",3,41,0,3,1,09/11/2024
Federico Valverde,Real Madrid,8,URU,"RB,RM",26,90,0,0,0,0,1,1,0,0,63,1,0,1,0.1,0.1,0,4,1,55,60,"91,7",3,36,2,1,1,09/11/2024
Fran Garcia,Real Madrid,20,ESP,LB,25,90,0,0,0,0,1,0,0,0,78,1,0,0,0.1,0.1,0,0,0,66,74,"89,2",5,45,2,1,0,09/11/2024
Antonio Rüdiger,Real Madrid,22,GER,CB,31,90,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,2,0,90,96,"93,8",5,72,1,0,0,09/11/2024
Éder Militão,Real Madrid,3,BRA,CB,26,29,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,17,20,"85,0",0,19,0,1,0,09/11/2024
Raúl Asencio,Real Madrid,35,ESP,CB,21,61,0,1,0,0,0,0,0,0,51,1,0,0,0,0,0.4,1,1,44,47,"93,6",2,37,1,0,0,09/11/2024
Lucas Vázquez,Real Madrid,17,ESP,RB,33,45,0,0,0,0,0,0,0,0,37,3,1,0,0,0,0,1,0,26,32,"81,3",2,15,1,0,0,09/11/2024
Luka Modrić,Real Madrid,10,CRO,"RM,CM",39,45,0,0,0,0,0,0,0,0,42,1,1,1,0,0,0,1,0,33,38,"86,8",5,28,1,1,0,09/11/2024
Andriy Lunin,Real Madrid,13,UKR,GK,25,90,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0.9,1,1,32,34,"94,1",0,21,0,0,0,09/11/2024
Ayoze Pérez,Villarreal,22,ESP,FW,31,84,0,0,0,0,1,0,0,0,25,2,0,0,0,0,0,1,0,14,16,"87,5",3,17,2,5,2,09/11/2024
Juan Bernat,Villarreal,12,ESP,LM,31,6,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0.2,1,1,4,4,"100,0",0,3,0,0,0,09/11/2024
Nicolas Pépé,Villarreal,19,CIV,FW,29,72,0,1,0,0,0,0,0,0,31,1,0,0,0,0,0.1,2,1,22,28,"78,6",2,21,0,2,1,09/11/2024
Thierno Barry,Villarreal,15,FRA,FW,22,18,0,0,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0,2,1,2,2,"100,0",1,4,1,0,0,09/11/2024
Alex Baena,Villarreal,16,ESP,"LM,FW",23,90,0,0,0,0,2,0,0,0,43,0,1,1,0.1,0.1,0.1,4,0,15,35,"42,9",1,22,2,0,0,09/11/2024
Daniel Parejo,Villarreal,10,ESP,CM,35,90,1,0,1,1,0,0,0,0,74,2,0,2,0.8,0,0.1,1,0,62,66,"93,9",7,32,0,0,0,09/11/2024
Pape Gueye,Villarreal,18,SEN,CM,25,72,0,0,0,0,3,0,0,0,39,2,1,1,0.2,0.2,0,2,1,19,28,"67,9",7,23,1,1,0,09/11/2024
Santi Comesaña,Villarreal,14,ESP,CM,28,18,1,0,0,0,1,1,0,0,14,1,0,2,0.2,0.2,0,0,0,8,9,"88,9",2,5,0,0,0,09/11/2024
Ilias Akhomach,Villarreal,11,MAR,RM,20,45,1,0,0,0,2,1,0,0,24,0,0,0,0.1,0.1,0,2,0,13,18,"72,2",1,17,1,2,1,09/11/2024
Yeremi Pino,Villarreal,21,ESP,RM,22,45,0,0,0,0,0,0,0,0,21,2,1,1,0,0,0,1,0,9,13,"69,2",1,13,0,3,2,09/11/2024
Sergi Cardona,Villarreal,23,ESP,LB,25,90,0,0,0,0,2,0,1,0,50,1,1,0,0.1,0.1,0,3,1,28,40,"70,0",0,27,1,1,1,09/11/2024
Logan Costa,Villarreal,2,CPV,CB,23,90,0,0,0,0,0,0,0,0,77,1,0,2,0,0,0,0,0,62,71,"87,3",8,39,0,0,0,09/11/2024
Raúl Albiol,Villarreal,3,ESP,CB,39,90,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,66,77,"85,7",3,51,0,0,0,09/11/2024
Kiko Femenía,Villarreal,17,ESP,RB,33,23,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,19,26,"73,1",1,15,0,0,0,09/11/2024
Pau Navarro,Villarreal,26,ESP,RB,19,67,0,0,0,0,0,0,0,0,65,2,0,1,0,0,0,0,0,46,54,"85,2",4,21,0,0,0,09/11/2024
Diego Conde,Villarreal,13,ESP,GK,26,90,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,42,48,"87,5",0,33,0,0,0,09/11/2024
Isaac Romero,Sevilla,7,ESP,FW,24,90,0,0,0,0,2,1,0,0,43,0,1,1,0.1,0.1,0,0,0,12,27,"44,4",1,18,2,4,0,09/11/2024
Kelechi Iheanacho,Sevilla,9,NGA,LW,28,72,0,0,0,0,1,0,0,0,29,0,0,0,0.1,0.1,0.1,2,0,18,25,"72,0",2,16,4,1,0,09/11/2024
Jesús Navas,Sevilla,16,ESP,"LW,RB",38,18,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,14,15,"93,3",0,7,2,1,1,09/11/2024
Dodi Lukebakio,Sevilla,11,BEL,RW,27,90,0,0,0,0,6,1,0,0,47,0,0,0,0.2,0.2,0.2,5,0,29,34,"85,3",4,28,3,6,3,09/11/2024
Albert Sambi Lokonga,Sevilla,12,BEL,LM,25,90,0,0,0,0,2,0,0,0,71,1,1,1,0.1,0.1,0.1,4,0,54,61,"88,5",8,31,1,0,0,09/11/2024
Lucien Agoume,Sevilla,18,FRA,CM,22,79,0,0,0,0,0,0,0,1,54,4,3,0,0,0,0,2,0,31,46,"67,4",1,19,2,2,2,09/11/2024
Djibril Sow,Sevilla,20,SUI,RM,27,87,0,0,0,0,1,0,0,0,52,0,0,1,0,0,0.1,4,0,40,47,"85,1",8,27,2,0,0,09/11/2024
Peque,Sevilla,14,ESP,"CM,RM",22,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,"100,0",0,2,0,0,0,09/11/2024
Adrià Pedrosa,Sevilla,3,ESP,LB,26,90,0,0,0,0,0,0,0,0,43,1,0,1,0,0,0,0,0,28,39,"71,8",2,19,2,1,1,09/11/2024
Kike Salas,Sevilla,4,ESP,CB,22,90,0,0,0,0,1,0,0,0,72,0,3,2,0,0,0,0,0,43,61,"70,5",3,31,0,1,0,09/11/2024
Nemanja Gudelj,Sevilla,6,SRB,CB,32,90,0,0,0,0,0,0,1,0,79,1,1,0,0,0,0,0,0,51,71,"71,8",1,40,0,0,0,09/11/2024
Carmona,Sevilla,32,ESP,RB,22,87,0,0,0,0,0,0,0,0,75,2,6,2,0,0,0,3,0,48,64,"75,0",5,31,2,2,0,09/11/2024
Juanlu Sánchez,Sevilla,26,ESP,RM,21,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,4,"50,0",0,1,0,1,0,09/11/2024
Álvaro Fernández,Sevilla,1,ESP,GK,26,90,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1,0,33,45,"73,3",0,28,0,0,0,09/11/2024
Vitor Roque,Real Betis,8,BRA,FW,19,90,1,0,0,0,5,3,0,0,22,1,1,0,0.5,0.5,0,3,0,9,11,"81,8",0,17,3,2,2,10/11/2024
Iker Losada,Real Betis,19,ESP,"FW,CM",23,85,0,0,0,0,2,0,0,0,42,0,2,0,0.1,0.1,0.1,1,0,29,34,"85,3",4,32,6,2,1,10/11/2024
Cédric Bakambu,Real Betis,11,COD,FW,33,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.2,1,0,1,3,"33,3",0,1,0,0,0,10/11/2024
Abde Ezzalzouli,Real Betis,10,MAR,LM,22,85,0,0,0,0,2,0,0,0,47,1,0,0,0.2,0.2,0.2,5,1,29,39,"74,4",2,33,5,6,5,10/11/2024
Ezequiel Ávila,Real Betis,9,ARG,RM,30,5,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,2,1,7,8,"87,5",0,4,1,0,0,10/11/2024
Johnny Cardoso,Real Betis,4,USA,CM,23,55,0,1,0,0,0,0,1,0,49,4,2,0,0,0,0.2,1,1,35,41,"85,4",2,34,1,0,0,10/11/2024
Giovani Lo Celso,Real Betis,20,ARG,CM,28,35,0,1,0,0,1,0,0,0,38,1,0,0,0,0,0.3,6,1,29,35,"82,9",4,23,0,0,0,10/11/2024
Sergi Altimira,Real Betis,16,ESP,"CM,DM",23,90,0,0,0,0,2,0,0,0,100,5,1,0,0.1,0.1,0.1,4,0,79,87,"90,8",8,78,1,1,1,10/11/2024
Pablo Fornals,Real Betis,18,ESP,RM,28,74,0,0,0,0,1,1,0,0,51,0,1,1,0.1,0.1,0.1,4,0,38,45,"84,4",8,33,1,1,0,10/11/2024
Juanmi,Real Betis,7,ESP,"LM,RM",31,16,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,7,8,"87,5",0,5,0,0,0,10/11/2024
Romain Perraud,Real Betis,15,FRA,LB,27,90,0,0,0,0,2,1,0,0,80,3,2,2,0,0,0,3,0,54,68,"79,4",3,48,6,0,0,10/11/2024
Natan,Real Betis,6,BRA,CB,23,90,0,0,0,0,1,0,1,0,84,2,4,0,0,0,0,0,0,64,71,"90,1",4,59,0,0,0,10/11/2024
Diego Llorente,Real Betis,3,ESP,CB,31,54,0,0,0,0,0,0,0,0,50,0,0,1,0,0,0.1,0,0,39,46,"84,8",1,35,0,0,0,10/11/2024
Marc Bartra,Real Betis,5,ESP,CB,33,36,1,0,0,0,2,1,0,0,27,1,0,0,0.3,0.3,0,0,0,21,24,"87,5",2,16,0,0,0,10/11/2024
Youssouf Sabaly,Real Betis,23,SEN,RB,31,90,0,0,0,0,0,0,0,0,84,1,3,2,0,0,0.1,2,0,63,74,"85,1",4,54,0,1,1,10/11/2024
Rui Silva,Real Betis,1,POR,GK,30,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,22,29,"75,9",0,23,0,0,0,10/11/2024
Julián Álvarez,Atlético Madrid,19,ARG,FW,24,61,1,0,0,0,4,1,0,0,33,0,0,0,0.4,0.4,0,2,0,22,27,"81,5",2,28,2,0,0,10/11/2024
Alexander Sørloth,Atlético Madrid,9,NOR,FW,28,29,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,10,"50,0",0,8,1,1,0,10/11/2024
Antoine Griezmann,Atlético Madrid,7,FRA,FW,33,61,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,27,33,"81,8",4,21,0,1,0,10/11/2024
Rodrigo De Paul,Atlético Madrid,5,ARG,CM,30,29,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,2,0,11,15,"73,3",1,15,1,0,0,10/11/2024
Rodrigo Riquelme,Atlético Madrid,17,ESP,LM,24,85,0,0,0,0,3,1,0,0,46,4,0,0,0.1,0.1,0.1,3,0,30,33,"90,9",3,34,5,4,1,10/11/2024
Conor Gallagher,Atlético Madrid,4,ENG,LM,24,5,0,0,0,0,1,0,0,0,7,0,0,1,0.1,0.1,0,0,0,2,2,"100,0",0,4,1,1,0,10/11/2024
Koke,Atlético Madrid,6,ESP,CM,32,90,0,0,0,0,0,0,0,0,72,4,1,0,0,0,0.1,2,0,59,66,"89,4",6,47,0,1,1,10/11/2024
Pablo Barrios,Atlético Madrid,8,ESP,"CM,RM",21,90,0,0,0,0,0,0,0,0,45,1,2,0,0,0,0.1,3,0,40,43,"93,0",6,37,1,0,0,10/11/2024
